id,sector_id,name,region,sector_type,gl_type,area,volume,lat,lon
222,308,IC_392,NO,LT, ice_cap, 461.8, 70.00, 81.52409, -52.87966 
223,102,FARQUHAR_GLETSCHER,NW,TW, ice_sheet, 459.2, 70.00, 77.90099, -65.59485 
224,148,GEIKIE4,CE,LT, ice_sheet, 458.7, 70.00, 68.55718, -29.70236 
225,194,YNGVAR_NIELSEN_BRAE_W,NW,TW, ice_sheet, 453.5, 70.00, 76.59338, -64.62747 
226,244,NORDFJORD,CE,LT, ice_sheet, 440.6, 70.00, 68.77626, -32.67331 
227,416,IC_1263,CW,LT, ice_cap, 438.8, 70.00, 71.57688, -51.64554 
228,096,UNNAMED_KANGER_E,CE,TW, ice_sheet, 431.7, 70.00, 68.37418, -33.04612 
229,224,TUGTO,NW,LT, ice_sheet, 416.4, 70.00, 77.86675, -68.74665 
230,252,NIGERTULUUP_KATTILERTARPIA,SE,TW, ice_sheet, 414.9, 70.00, 66.52183, -35.31469 
231,132,ILORLIIT-SERMINNGUAQ,SW,LT, ice_sheet, 413.7, 70.00, 61.19016, -46.40268 
232,334,IC_607,NE,LT, ice_cap, 390.4, 70.00, 79.37486, -20.89652 
233,265,IC_140,NO,LT, ice_cap, 378.2, 70.00, 82.77089, -35.09631 
234,431,IC_1390,CW,LT, ice_cap, 374.8, 70.00, 70.42775, -51.92485 
235,300,IC_338,NO,LT, ice_cap, 374.0, 70.00, 81.59925, -31.16201 
236,275,IC_213,NO,LT, ice_cap, 371.9, 70.00, 82.27497, -51.09365 
237,090,SE_NONAME7,SE,LT, ice_sheet, 369.5, 70.00, 61.86417, -42.38905 
238,372,IC_870,NE,LT, ice_cap, 353.7, 70.00, 73.47441, -26.03312 
239,204,GEIKIE5,CE,LT, ice_sheet, 334.4, 70.00, 68.70830, -27.65676 
240,350,IC_730,NE,LT, ice_cap, 320.2, 70.00, 76.08489, -21.25930 
241,246,COURTAULD,CE,TW, ice_sheet, 319.2, 70.00, 68.59960, -32.06471 
242,360,IC_778,NE,LT, ice_cap, 317.7, 70.00, 74.88210, -22.15132 
243,392,IC_1001,CE,LT, ice_cap, 317.1, 70.00, 71.99508, -24.29009 
244,100,UNNAMED_SORGENFRI_W,CE,LT, ice_sheet, 313.3, 70.00, 68.22185, -30.90541 
245,173,DIEBITSCH,NW,TW, ice_sheet, 306.9, 70.00, 78.04342, -71.38455 
246,342,IC_674,NW,LT, ice_cap, 304.3, 70.00, 77.58390, -69.15080 
247,088,SE_NONAME5,SE,LT, ice_sheet, 300.2, 70.00, 63.61537, -41.18951 
248,142,PASSAGE_CHARPENTIER_GLETSCHER,NE,LT, ice_sheet, 294.8, 70.00, 72.88345, -28.30402 
249,231,GYLDENLOVE_S,SE,TW, ice_sheet, 289.6, 70.00, 64.12382, -41.63086 
250,361,IC_780,NE,LT, ice_cap, 284.5, 70.00, 74.66188, -21.71604 
251,469,IC_1732,SW,LT, ice_cap, 284.3, 70.00, 63.79258, -50.69249 
252,233,SAVISSUAQ_W,NW,TW, ice_sheet, 282.8, 70.00, 76.41668, -66.14540 
253,104,SHARP,NW,TW, ice_sheet, 271.5, 70.00, 77.84833, -67.14894 
254,282,IC_263,NE,LT, ice_cap, 269.5, 70.00, 81.48784, -22.52810 
255,098,GEIKIE1,CE,LT, ice_sheet, 268.2, 70.00, 70.22123, -25.68629 
256,387,IC_962,NE,LT, ice_cap, 266.8, 70.00, 72.60241, -26.87941 
257,230,KIV_STEENSTRUP_SONDRE_BRAE,CE,TW, ice_sheet, 257.7, 70.00, 66.51162, -34.87327 
258,259,IC_93,NO,LT, ice_cap, 256.6, 70.00, 82.89117, -28.36374 
259,426,IC_1341,CE,LT, ice_cap, 254.9, 70.00, 70.34639, -28.65430 
260,381,IC_929,NE,LT, ice_cap, 254.8, 70.00, 72.88853, -26.33150 
261,368,IC_827,NE,LT, ice_cap, 254.7, 70.00, 73.99200, -25.04840 
262,229,UNNAMED_POLARIC_C,CE,LT, ice_sheet, 249.5, 70.00, 67.76482, -32.99932 
263,384,IC_950,NE,LT, ice_cap, 248.0, 70.00, 72.75160, -27.22757 
264,234,SAVISSUAQ_WW,NW,TW, ice_sheet, 246.8, 70.00, 76.37738, -66.76721 
265,197,MOHN_GLETSJER,NW,LT, ice_sheet, 245.2, 70.00, 76.26058, -63.79983 
266,440,IC_1468,CW,LT, ice_cap, 243.6, 70.00, 69.80535, -53.66981 
267,232,NW_NONAME3,NW,LT, ice_sheet, 242.1, 70.00, 76.24630, -66.47783 
268,187,NONAME_IKERTIVAQ_S,SE,TW, ice_sheet, 238.0, 70.00, 65.39012, -40.14383 
269,038,STORM,NO,LT, ice_sheet, 231.9, 70.00, 78.13001, -72.22226 
270,129,QAJUUTTAP_SERMIA_N,SW,LT, ice_sheet, 228.8, 70.00, 61.46311, -45.94490 
271,236,SAVISSUAQ_WWW,NW,LT, ice_sheet, 227.4, 70.00, 76.31551, -67.36305 
272,263,IC_126,NO,LT, ice_cap, 221.1, 70.00, 82.97862, -44.67164 
273,186,APUSEERAJIK,SE,TW, ice_sheet, 220.9, 70.00, 66.18331, -38.33024 
274,161,HUBBARD,NW,LT, ice_sheet, 214.1, 70.00, 77.68383, -67.72398 
275,277,IC_238,NO,LT, ice_cap, 212.0, 70.00, 82.01581, -57.88976 
276,276,IC_208,NO,LT, ice_cap, 210.6, 70.00, 82.43545, -47.60365 
277,380,IC_928,NE,LT, ice_cap, 208.9, 70.00, 73.02433, -27.75720 
278,327,IC_551,NO,LT, ice_cap, 206.8, 70.00, 80.17880, -65.82870 
279,091,SE_NONAME8,SE,LT, ice_sheet, 202.3, 70.00, 62.60118, -42.93350 
280,393,IC_1034,NE,LT, ice_cap, 200.8, 70.00, 72.06164, -27.17152 
281,394,IC_1038,CE,LT, ice_cap, 198.2, 70.00, 71.38146, -22.07880 
282,181,SAVISSUAQ_UNNAMED3,NW,LT, ice_sheet, 196.3, 70.00, 76.45891, -68.07415 
283,004,CW_NONAME3,CW,LT, ice_sheet, 196.3, 70.00, 71.11144, -50.81552 
284,399,IC_1105,CE,LT, ice_cap, 195.6, 70.00, 70.91115, -22.08136 
285,312,IC_393,NO,LT, ice_cap, 190.6, 70.00, 81.62512, -53.74033 
286,180,PITUGFIK,NW,LT, ice_sheet, 190.4, 70.00, 76.29755, -68.39600 
287,288,IC_287,NO,LT, ice_cap, 188.9, 70.00, 82.06970, -44.96149 
288,122,LAUBE_GLETSCHER,CE,TW, ice_sheet, 187.7, 70.00, 66.87812, -34.20677 
289,446,IC_1554,CE,LT, ice_cap, 182.2, 70.00, 68.39322, -31.96035 
290,451,IC_1591,CE,LT, ice_cap, 182.0, 70.00, 67.12259, -33.77725 
291,109,UNNAMED_SOUTH_DANELL_FJORD,SE,TW, ice_sheet, 178.7, 70.00, 60.82825, -43.76664 
292,326,IC_538,NO,LT, ice_cap, 167.8, 70.00, 80.42792, -63.77200 
293,118,SE_NONAME9,SE,LT, ice_sheet, 167.8, 70.00, 61.25972, -43.08204 
294,408,IC_1160,CW,LT, ice_cap, 166.0, 70.00, 71.98397, -53.05466 
295,362,IC_789,NE,LT, ice_cap, 162.1, 70.00, 74.28917, -21.10899 
296,274,IC_224,NO,LT, ice_cap, 162.1, 70.00, 82.32321, -46.65283 
297,418,IC_1304,CW,LT, ice_cap, 160.6, 70.00, 71.27743, -52.83087 
298,272,IC_209,NO,LT, ice_cap, 154.1, 70.00, 82.45027, -41.61779 
299,291,IC_293,NO,LT, ice_cap, 152.5, 70.00, 82.04328, -44.20860 
300,410,IC_1168,CW,LT, ice_cap, 151.2, 70.00, 71.95599, -52.45000 
301,338,IC_643,NE,LT, ice_cap, 151.1, 70.00, 77.70214, -19.78006 
302,336,IC_613,NE,LT, ice_cap, 150.8, 70.00, 79.21855, -20.08397 
303,376,IC_884,NE,LT, ice_cap, 150.3, 70.00, 73.22162, -25.25975 
304,354,IC_755,NE,LT, ice_cap, 150.0, 70.00, 75.68615, -21.73785 
305,346,IC_697,NW,LT, ice_cap, 148.4, 70.00, 77.31715, -67.77540 
306,247,KOLVEGLETSJER,CE,LT, ice_sheet, 148.3, 70.00, 68.32445, -32.58311 
307,450,IC_1588,CE,LT, ice_cap, 147.8, 70.00, 67.30713, -33.68350 
308,305,IC_382,NO,LT, ice_cap, 145.2, 70.00, 81.72965, -51.12506 
309,343,IC_678,NE,LT, ice_cap, 144.4, 70.00, 77.15903, -18.81900 
310,468,IC_1722,NO,LT, ice_cap, 137.5, 70.00, 64.24092, -40.88289 
311,415,IC_1221,CE,LT, ice_cap, 136.6, 70.00, 71.07084, -28.19740 
312,332,IC_599,NO,LT, ice_cap, 135.6, 70.00, 80.02933, -63.60447 
313,316,IC_433,NE,LT, ice_cap, 135.6, 70.00, 80.67595, -20.01380 
314,174,BAMSE,NW,LT, ice_sheet, 135.0, 70.00, 78.03084, -71.87521 
315,340,IC_669,NW,LT, ice_cap, 134.9, 70.00, 77.39125, -71.89639 
316,428,IC_1365,CW,LT, ice_cap, 133.0, 70.00, 70.64650, -52.87685 
317,409,IC_1155,CW,LT, ice_cap, 132.2, 70.00, 71.91571, -53.68194 
318,199,BRCKNER_GLETSCHER,SE,TW, ice_sheet, 132.2, 70.00, 65.90449, -38.60417 
319,226,GYLDENLOVE_SS,SE,TW, ice_sheet, 131.9, 70.00, 64.10942, -41.31059 
320,352,IC_749,NE,LT, ice_cap, 131.2, 70.00, 75.79493, -21.87642 
321,385,IC_949,NE,LT, ice_cap, 130.3, 70.00, 72.84333, -27.91591 
322,164,SUN,NW,LT, ice_sheet, 129.9, 70.00, 77.85558, -69.22245 
323,407,IC_1147,CW,LT, ice_cap, 129.1, 70.00, 71.98165, -54.10754 
324,464,IC_1712,SW,LT, ice_cap, 128.9, 70.00, 65.57443, -52.18845 
325,467,IC_1720,NO,LT, ice_cap, 128.2, 70.00, 64.49287, -40.35041 
326,183,SAVISSUAQ_UNNAMED4,NW,LT, ice_sheet, 126.9, 70.00, 76.11365, -67.99955 
327,454,IC_1611,NO,LT, ice_cap, 126.5, 70.00, 66.31551, -35.92687 
328,337,IC_638,NE,LT, ice_cap, 126.5, 70.00, 77.73248, -17.74945 
329,154,GEIKIE2,CE,LT, ice_sheet, 126.4, 70.00, 70.24103, -24.84243 
330,414,IC_1218,CW,LT, ice_cap, 126.1, 70.00, 71.75220, -51.95723 
331,177,SAVISSUAQ_WWWWW,NW,LT, ice_sheet, 124.5, 70.00, 76.08623, -67.39226 
332,406,IC_1141,CE,LT, ice_cap, 123.6, 70.00, 70.72682, -21.99621 
333,353,IC_752,NE,LT, ice_cap, 123.1, 70.00, 75.63414, -21.05382 
334,257,IC_91,NO,LT, ice_cap, 119.8, 70.00, 82.73556, -23.83429 
335,355,IC_759,NE,LT, ice_cap, 115.5, 70.00, 75.54461, -22.09002 
336,329,IC_557,NO,LT, ice_cap, 115.5, 70.00, 80.22412, -64.74680 
337,453,IC_1598,NO,LT, ice_cap, 115.3, 70.00, 66.48157, -35.47622 
338,423,IC_1324,CW,LT, ice_cap, 115.2, 70.00, 71.18175, -51.55150 
339,398,IC_1095,CE,LT, ice_cap, 113.7, 70.00, 71.61096, -26.84821 
340,179,NW_NONAME2,NW,LT, ice_sheet, 110.9, 70.00, 76.41734, -65.92578 
341,459,IC_1655,NO,LT, ice_cap, 110.7, 70.00, 66.02743, -36.08035 
342,309,IC_394,NO,LT, ice_cap, 109.4, 70.00, 81.57781, -56.57865 
343,170,SIORARSUAQ,NW,LT, ice_sheet, 107.3, 70.00, 77.84774, -70.85650 
344,356,IC_764,NE,LT, ice_cap, 107.2, 70.00, 75.41782, -22.15680 
345,401,IC_1108,CE,LT, ice_cap, 107.0, 70.00, 71.33879, -25.67075 
346,078,SE_NONAME4,SE,LT, ice_sheet, 104.1, 70.00, 62.81073, -42.87630 
347,176,SAVISSUAQ_UNNAMED1,NW,LT, ice_sheet, 103.3, 70.00, 76.01362, -66.91380 
348,447,IC_1555,CE,LT, ice_cap, 100.5, 70.00, 68.42876, -32.69755 
349,320,IC_442,NO,LT, ice_cap, 97.9, 70.00, 81.33652, -56.23792 
350,429,IC_1366,CW,LT, ice_cap, 94.7, 70.00, 70.63075, -53.40374 
351,397,IC_1093,CE,LT, ice_cap, 93.0, 70.00, 71.74505, -28.09691 
352,302,IC_366,NO,LT, ice_cap, 92.8, 70.00, 81.86737, -47.38927 
353,379,IC_909,NE,LT, ice_cap, 92.6, 70.00, 73.00800, -25.42206 
354,474,IC_1772,NO,LT, ice_cap, 90.7, 70.00, 63.21309, -41.66992 
355,391,IC_996,NE,LT, ice_cap, 90.0, 70.00, 72.13957, -24.69309 
356,412,IC_1202,CW,LT, ice_cap, 89.3, 70.00, 71.80427, -52.74451 
357,322,IC_487,NE,LT, ice_cap, 85.0, 70.00, 80.89658, -26.92530 
358,369,IC_831,NE,LT, ice_cap, 84.3, 70.00, 73.97395, -25.46673 
359,367,IC_818,NE,LT, ice_cap, 83.1, 70.00, 73.91653, -23.06156 
360,298,IC_376,NE,LT, ice_cap, 83.1, 70.00, 81.36461, -25.66454 
361,296,IC_334,NO,LT, ice_cap, 81.0, 70.00, 81.82832, -55.70752 
362,200,SE_NONAME10,SE,LT, ice_sheet, 79.9, 70.00, 66.10616, -38.23059 
363,403,IC_1113,CW,LT, ice_cap, 79.7, 70.00, 72.12064, -54.23770 
364,471,IC_1753,SW,LT, ice_cap, 79.3, 70.00, 63.43878, -50.19636 
365,438,IC_1444,CW,LT, ice_cap, 78.1, 70.00, 70.11880, -51.71730 
366,476,IC_1798,NO,LT, ice_cap, 77.9, 70.00, 62.52813, -42.69380 
367,473,IC_1761,SW,LT, ice_cap, 77.7, 70.00, 63.31593, -50.47182 
368,373,IC_871,NE,LT, ice_cap, 77.3, 70.00, 73.56654, -26.55067 
369,427,IC_1347,CW,LT, ice_cap, 77.2, 70.00, 70.97419, -51.50073 
370,311,IC_405,NO,LT, ice_cap, 76.9, 70.00, 81.59462, -55.12757 
371,304,IC_361,NO,LT, ice_cap, 76.5, 70.00, 81.19775, -67.74471 
372,452,IC_1599,NO,LT, ice_cap, 75.2, 70.00, 66.41634, -34.89199 
373,315,IC_417,NO,LT, ice_cap, 73.1, 70.00, 81.57507, -51.89093 
374,284,IC_255,NE,LT, ice_cap, 72.7, 70.00, 81.37873, -19.96231 
375,359,IC_775,NE,LT, ice_cap, 72.5, 70.00, 75.08242, -22.37891 
376,389,IC_990,NE,LT, ice_cap, 72.3, 70.00, 72.34853, -25.91906 
377,382,IC_939,NE,LT, ice_cap, 71.4, 70.00, 72.73870, -25.44575 
378,310,IC_409,NE,LT, ice_cap, 70.8, 70.00, 81.24535, -26.36156 
379,444,IC_1546,CE,LT, ice_cap, 69.7, 70.00, 68.36659, -29.50296 
380,437,IC_1445,CW,LT, ice_cap, 69.2, 70.00, 70.02125, -53.22321 
381,448,IC_1572,CE,LT, ice_cap, 69.0, 70.00, 68.27216, -32.44330 
382,339,IC_641,NW,LT, ice_cap, 68.7, 70.00, 77.77053, -69.89472 
383,261,IC_109,NO,LT, ice_cap, 68.0, 70.00, 83.12061, -43.39457 
384,159,HART,NW,LT, ice_sheet, 67.5, 70.00, 77.75715, -67.31891 
385,420,IC_1303,CW,LT, ice_cap, 66.3, 70.00, 71.38925, -51.39815 
386,279,IC_250,NO,LT, ice_cap, 66.1, 70.00, 82.11942, -55.10920 
387,419,IC_1302,CW,LT, ice_cap, 65.8, 70.00, 71.36584, -51.92511 
388,264,IC_145,NO,LT, ice_cap, 65.3, 70.00, 82.92762, -43.24507 
389,306,IC_387,NO,LT, ice_cap, 65.0, 70.00, 81.73442, -52.29868 
390,307,IC_397,NO,LT, ice_cap, 64.7, 70.00, 81.71913, -49.28474 
391,436,IC_1417,CW,LT, ice_cap, 63.5, 70.00, 70.23048, -51.31917 
392,268,IC_146,NO,LT, ice_cap, 63.1, 70.00, 82.64084, -28.43769 
393,348,IC_721,NE,LT, ice_cap, 60.6, 70.00, 76.37505, -21.88852 
394,162,GABLE_MIRROR,NW,LT, ice_sheet, 60.0, 70.00, 77.63959, -68.12307 
395,375,IC_883,NE,LT, ice_cap, 59.1, 70.00, 73.43342, -26.87382 
396,434,IC_1406,CW,LT, ice_cap, 59.0, 70.00, 70.24578, -51.79991 
397,273,IC_210,NO,LT, ice_cap, 58.0, 70.00, 82.49615, -46.95101 
398,430,IC_1387,CW,LT, ice_cap, 57.8, 70.00, 70.52885, -52.53193 
399,292,IC_306,NO,LT, ice_cap, 55.2, 70.00, 81.83552, -57.43061 
400,318,IC_454,NE,LT, ice_cap, 55.0, 70.00, 81.09545, -27.34899 
401,344,IC_692,NE,LT, ice_cap, 54.6, 70.00, 77.22589, -20.59809 
402,466,IC_1717,NO,LT, ice_cap, 54.5, 70.00, 64.64208, -40.47708 
403,301,IC_368,NE,LT, ice_cap, 54.3, 70.00, 81.32839, -24.27834 
404,287,IC_317,NE,LT, ice_cap, 53.5, 70.00, 81.44711, -23.60089 
405,457,IC_1648,NO,LT, ice_cap, 53.4, 70.00, 66.17405, -35.94821 
406,404,IC_1119,CE,LT, ice_cap, 53.2, 70.00, 71.58995, -28.30096 
407,299,IC_373,NO,LT, ice_cap, 52.9, 70.00, 81.85331, -48.98837 
408,470,IC_1742,SW,LT, ice_cap, 50.5, 70.00, 63.68929, -50.79307 
409,266,IC_139,NO,LT, ice_cap, 50.4, 70.00, 82.70242, -28.99847 
410,449,IC_1585,CE,LT, ice_cap, 50.1, 70.00, 67.58838, -33.25160 
411,357,IC_769,NE,LT, ice_cap, 49.0, 70.00, 75.18599, -21.80113 
412,328,IC_558,NE,LT, ice_cap, 49.0, 70.00, 80.02297, -21.80464 
413,396,IC_1088,CE,LT, ice_cap, 48.4, 70.00, 71.83609, -28.48248 
414,370,IC_846,NE,LT, ice_cap, 48.1, 70.00, 73.87334, -25.87495 
415,386,IC_956,NE,LT, ice_cap, 47.6, 70.00, 72.30413, -22.71298 
416,433,IC_1395,CW,LT, ice_cap, 47.4, 70.00, 70.33393, -52.59380 
417,295,IC_350,NO,LT, ice_cap, 47.1, 70.00, 81.71872, -31.62792 
418,472,IC_1760,NO,LT, ice_cap, 46.9, 70.00, 63.42083, -41.73022 
419,335,IC_608,NE,LT, ice_cap, 46.5, 70.00, 79.10167, -17.81845 
420,281,IC_267,NE,LT, ice_cap, 46.1, 70.00, 81.30621, -18.87263 
421,402,IC_1106,CW,LT, ice_cap, 45.9, 70.00, 72.19434, -53.92717 
422,260,IC_119,NO,LT, ice_cap, 44.8, 70.00, 82.79115, -28.50820 
423,269,IC_155,NO,LT, ice_cap, 44.3, 70.00, 82.90395, -46.40111 
424,417,IC_1274,CE,LT, ice_cap, 44.1, 70.00, 70.83098, -27.47742 
425,333,IC_604,NO,LT, ice_cap, 44.0, 70.00, 80.09874, -61.39815 
426,168,MEEHAN,NW,LT, ice_sheet, 43.7, 70.00, 77.91740, -70.14491 
427,256,IC_50,NO,LT, ice_cap, 43.1, 70.00, 83.24476, -31.99309 
428,286,IC_329,NE,LT, ice_cap, 43.0, 70.00, 81.34723, -22.38250 
429,358,IC_771,NW,LT, ice_cap, 42.4, 70.00, 75.87347, -59.57646 
430,439,IC_1456,CW,LT, ice_cap, 42.1, 70.00, 69.94904, -53.55813 
431,331,IC_588,NE,LT, ice_cap, 41.9, 70.00, 79.74223, -19.62975 
432,349,IC_722,NE,LT, ice_cap, 41.2, 70.00, 76.18766, -20.43776 
433,458,IC_1653,NO,LT, ice_cap, 40.7, 70.00, 66.19921, -37.28761 
434,293,IC_357,NE,LT, ice_cap, 40.1, 70.00, 81.41695, -25.19299 
435,461,IC_1689,NO,LT, ice_cap, 39.4, 70.00, 65.89213, -37.38939 
436,435,IC_1418,CW,LT, ice_cap, 39.1, 70.00, 70.14660, -53.52399 
437,365,IC_819,NE,LT, ice_cap, 38.9, 70.00, 73.81236, -22.09277 
438,330,IC_589,NE,LT, ice_cap, 38.3, 70.00, 79.93484, -21.82885 
439,421,IC_1318,CW,LT, ice_cap, 37.7, 70.00, 71.26840, -51.20928 
440,289,IC_300,NE,LT, ice_cap, 37.7, 70.00, 81.19841, -19.46912 
441,172,MORRIS_JESUP_W,NW,LT, ice_sheet, 37.7, 70.00, 77.92216, -71.33665 
442,364,IC_808,NE,LT, ice_cap, 37.5, 70.00, 73.88763, -21.45319 
443,383,IC_944,NE,LT, ice_cap, 36.8, 70.00, 72.66202, -24.99315 
444,442,IC_1480,CW,LT, ice_cap, 36.6, 70.00, 69.76228, -54.18350 
445,475,IC_1781,SW,LT, ice_cap, 35.0, 70.00, 63.08555, -49.99728 
446,478,IC_1808,NO,LT, ice_cap, 34.6, 70.00, 60.82188, -42.99729 
447,411,IC_1179,CE,LT, ice_cap, 34.4, 70.00, 70.53033, -21.71301 
448,255,IC_55,NO,LT, ice_cap, 34.0, 70.00, 83.09051, -27.62646 
449,477,IC_1797,NO,LT, ice_cap, 33.9, 70.00, 62.57635, -42.58528 
450,323,IC_527,NO,LT, ice_cap, 33.2, 70.00, 80.67225, -62.06823 
451,178,SAVISSUAQ_UNNAMED2,NW,LT, ice_sheet, 33.2, 70.00, 76.13472, -67.23987 
452,297,IC_362,NO,LT, ice_cap, 32.7, 1421.70, 81.89894, -45.11423 
453,479,IC_1834,NO,LT, ice_cap, 32.6, 70.00, 60.10146, -43.89794 
454,366,IC_816,NE,LT, ice_cap, 32.6, 70.00, 73.95323, -22.61058 
455,347,IC_709,NE,LT, ice_cap, 32.6, 70.00, 76.99532, -21.32337 
456,363,IC_803,NE,LT, ice_cap, 32.3, 70.00, 74.28921, -24.53645 
457,294,IC_343,NE,LT, ice_cap, 32.1, 70.00, 81.13166, -19.95293 
458,270,IC_164,NO,LT, ice_cap, 31.9, 70.00, 81.95931, -17.64414 
459,465,IC_1715,SW,LT, ice_cap, 31.7, 70.00, 65.42421, -52.08891 
460,285,IC_303,NO,LT, ice_cap, 31.7, 70.00, 81.53554, -24.48382 
461,290,IC_332,NO,LT, ice_cap, 31.5, 70.00, 81.86649, -56.20613 
462,443,IC_1534,CW,LT, ice_cap, 31.4, 70.00, 69.32477, -53.60613 
463,445,IC_1550,CE,LT, ice_cap, 31.1, 70.00, 68.58005, -32.30228 
464,271,IC_200,NO,LT, ice_cap, 31.0, 70.00, 82.63952, -42.19573 
465,432,IC_1394,CE,LT, ice_cap, 30.9, 70.00, 69.37212, -24.88977 
466,424,IC_1332,CW,LT, ice_cap, 30.9, 70.00, 71.14981, -51.96398 
467,422,IC_1323,CE,LT, ice_cap, 30.6, 70.00, 70.39708, -27.04398 
468,463,IC_1706,NO,LT, ice_cap, 30.5, 70.00, 65.70689, -37.79769 
469,374,IC_875,NE,LT, ice_cap, 30.5, 70.00, 73.38908, -24.90655 
470,283,IC_292,NO,LT, ice_cap, 30.5, 70.00, 81.85385, -30.38713 
471,325,IC_535,NO,LT, ice_cap, 30.3, 70.00, 80.41001, -65.74876 
472,351,IC_739,NE,LT, ice_cap, 30.1, 70.00, 75.90633, -21.39106 
473,341,IC_676,NW,LT, ice_cap, 30.1, 70.00, 77.43315, -70.58629 
474,235,NW_NONAME4,NW,LT, ice_sheet, 22.8, 70.00, 76.29331, -67.08810 
475,167,VERHOEFF_W,NW,LT, ice_sheet, 22.0, 70.00, 77.88517, -70.03277 
476,160,HART_W,NW,LT, ice_sheet, 19.4, 70.00, 77.69854, -67.38203 
477,165,SUN_W,NW,LT, ice_sheet, 15.8, 70.00, 77.84100, -69.50992 
478,169,MEEHAN_W,NW,LT, ice_sheet, 10.3, 70.00, 77.92200, -70.36327 
479,158,SHARP_W,NW,LT, ice_sheet, 9.2, 70.00, 77.73307, -67.08978 
480,193,SAVISSUAQ-HELLAND-YNGVAR_NIELSEN-MOHN-CARLOS,NW,LT, ice_sheet, 0.1, 70.00, 76.38351, -64.28330 
